image_path,textile_score
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile017_stylized_Fall2Dgame_V2.jpg,0.66816473
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile018_stylized_Fall2Dgame_V2.jpg,0.53578967
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile019_stylized_Fall2Dgame_V2.jpg,0.54770291
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile020_stylized_Fall2Dgame_V2.jpg,0.60165381
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile021_stylized_Fall2Dgame_V2.jpg,0.47075763
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile022_stylized_Fall2Dgame_V2.jpg,0.56555140
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile023_stylized_Fall2Dgame_V2.jpg,0.39560047
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile024_stylized_Fall2Dgame_V2.jpg,0.56495029
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile025_stylized_Fall2Dgame_V2.jpg,0.29322645
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile026_stylized_Fall2Dgame_V2.jpg,0.53501040
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile027_stylized_Fall2Dgame_V2.jpg,0.57648212
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile028_stylized_Fall2Dgame_V2.jpg,0.67494929
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile029_stylized_Fall2Dgame_V2.jpg,0.47916970
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile030_stylized_Fall2Dgame_V2.jpg,0.55833232
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile031_stylized_Fall2Dgame_V2.jpg,0.40787983
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile032_stylized_Fall2Dgame_V2.jpg,0.32740867
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile033_stylized_Fall2Dgame_V2.jpg,0.58313417
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile034_stylized_Fall2Dgame_V2.jpg,0.61634821
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile035_stylized_Fall2Dgame_V2.jpg,0.65618598
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile036_stylized_Fall2Dgame_V2.jpg,0.36047447
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile037_stylized_Fall2Dgame_V2.jpg,0.50920826
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile038_stylized_Fall2Dgame_V2.jpg,0.36770073
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile039_stylized_Fall2Dgame_V2.jpg,0.57931775
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile040_stylized_Fall2Dgame_V2.jpg,0.49451849
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile041_stylized_Fall2Dgame_V2.jpg,0.33595803
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile042_stylized_Fall2Dgame_V2.jpg,0.53246188
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile043_stylized_Fall2Dgame_V2.jpg,0.26578987
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile044_stylized_Fall2Dgame_V2.jpg,0.33453658
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile045_stylized_Fall2Dgame_V2.jpg,0.49236479
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile046_stylized_Fall2Dgame_V2.jpg,0.36185396
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile047_stylized_Fall2Dgame_V2.jpg,0.56655478
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile048_stylized_Fall2Dgame_V2.jpg,0.41162682
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile049_stylized_Fall2Dgame_V2.jpg,0.36602464
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile050_stylized_Fall2Dgame_V2.jpg,0.42710143
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile051_stylized_Fall2Dgame_V2.jpg,0.58684093
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile052_stylized_Fall2Dgame_V2.jpg,0.58140337
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile053_stylized_Fall2Dgame_V2.jpg,0.46333829
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile054_stylized_Fall2Dgame_V2.jpg,0.62557864
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile055_stylized_Fall2Dgame_V2.jpg,0.59526199
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile056_stylized_Fall2Dgame_V2.jpg,0.57666451
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile057_stylized_Fall2Dgame_V2.jpg,0.55329037
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile058_stylized_Fall2Dgame_V2.jpg,0.56403321
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile059_stylized_Fall2Dgame_V2.jpg,0.52246529
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile060_stylized_Fall2Dgame_V2.jpg,0.60533887
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile061_stylized_Fall2Dgame_V2.jpg,0.63669789
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile062_stylized_Fall2Dgame_V2.jpg,0.61162591
input/Fall2Dgame_V2_batch_20260330_195328/rpgTile063_stylized_Fall2Dgame_V2.jpg,0.67027986
